PDE,Description,Supp Part No,EAN,Generic,Inventory Group,Document Display,Price GST Inc,Price GST Exc
220965,Cellcept Oral Susp 1gm/5ml 165ml,11212,7640128013785,Mycophenolate Mofetil 1gm/5ml Susp,5,,285.6,259.64
221058,Benztrop Tab 2mg 60,TAB005,9329829000949,Benztropine Mesilate 2mg Tab,5,,5.28,4.8
221317,Fixomull Stretch 10cmx10m      2037,02037-00,4042809017717,,2,,41.98,38.16
221325,Fixomull Stretch  5cmx10m      2036,02036-00,4042809017687,,2,,25.99,23.63
221368,Gaviscon Tab Rlf PMint 48,3253470,9300631384724,Alginic Acid Compound Tab,2,,9.81,8.92
221465,Ferrosig Amp 2ml 5,10011389,9314567203240,Iron Polymal Comp 100mg Amp,5,,23.38,21.25
221562,E/Sport MGuard Adt Asstd ColSprt x6,30320,4005805439334,,2,,51.11,46.46
221570,E/Sport MGuard Jnr Asstd Sprt x6,30300,4005805439310,,2,,51.11,46.46
221597,E/Sport MGuard Yth Asstd Sprt x6,30310,4005805439297,,2,,51.11,46.46
221775,Berocca Eff Perf Orng Tab 15,80797222,9310160820105,Vitamin B Multi Tab,2,,10.14,9.22
221791,Daivobet Oint 50/500 30g,42688,9345461000024,Calcipotriol 50mcg/g Betamethasone Diproprionate 500mcg/g Oint,5,,27.84,25.31
222151,F/Flex Paracetamol Kabi 1g100ml 20,B249808,19322141701812,Paracetamol 1000mg/100ml Bag,6,,368.71,335.19
222208,SP Specimen Container Ster10pk 7593,7593,9313776075938,,2,,8.51,7.74
222224,Albey Bee   Venom Treat Set,100427,,Honey Bee Venom 550mcg Inj,5,,367.93,334.48
222232,Albey Paper Wasp  Treat Set,100428,,Paper Wasp Venom 550mcg Inj,5,,367.93,334.48
222240,Movox Tab 100mg Blst 30,400008574,5099151015099,Fluvoxamine Maleate 100mg Tab,5,,9.14,8.31
222259,Dithiazide Tab 25mg x100,TAB006,9329829001038,Hydrochlorothiazide 25mg Tab,5,,8.87,8.06
222291,Mortein Fast Knockdown 200g,8157111,9310045401214,,2,,6.25,5.68
222445,Ciprol FC Tab 500mg 14,7003537,9350299000832,Ciprofloxacin Hcl 500mg Tab,5,,4.79,4.35
222488,Optrex Refr EDrps 10ml,3253615,9300711281745,,2,,5.29,4.81
222569,Optrex Eye Wash 110ml,4110056,9300711281752,,2,,8.44,7.67
222712,P/Action AFung NailTreat Btle 1X5ml,6600051,9334926000051,Amorolfine ( Hydrochloride ) 5% Soln,2,,26.9,24.45
222720,Carafate Tab 1g 120,400551107,9323610014641,Sucralfate 1g Tab,2,,19.94,18.13
222747,Cosentyx PFS Pen 150mg/1ml 2,102140,9319099003955,Secukinumab 150mg/1ml Pfs,5,,1463.11,1330.1
222852,Span K Tab 600mg 200,7654,93476270,Potassium Chloride 600mg Tab,5,,12.86,11.69
222860,Carbohydrate Free Mixt 225g,54029,5016533635331,Protein & Fat Module Vitamins Minerals Low Carbohydrate Pwd,5,,35.76,35.76
222968,Kotex U Tampons Reg  16 x12,341,9310088003413,,2,,41.45,41.45
223018,Kotex U Tampons Super 16 x12,342,9310088003420,,2,,41.45,41.45
223042,Kotex U Tampons Mini 16 x12,340,9310088003406,,2,,41.45,41.45
223476,Swisse UBst Liver Detox Tab120x60CU,01-345-19999,9311770597807,,2,,897.7,816.09
223522,Depend Shield For Men 14 x6,19069,9310088008395,,2,,44.24,44.24
223557,Avent Nipple Shield Sml 2pk,SCF153/01,8710103907664,,2,,15.77,14.34
223778,Imodium Adv A/Diarr 6,47201046,9300607130188,,2,,10.46,9.51
223786,Imodium Adv A/Diarr 12,47201047,9300607130171,,2,,15.72,14.29
223883,Stud 100 Spry 12g,6801,9313501068013,,2,,25.3,23
223980,Mayne Pharma Oxycodone IR Tab 5mg20,44120252,,Oxycodone Hcl 5mg Tab,5,,3.16,2.87
224170,Chlorpromazine 500ml 25mg 5ml      ,CHL01376F,9319912013765,Chlorpromazine Mixture Mixture,6,,30.95,28.14
224278,Bellamys Org App&Pear Snacks 20gx6,FSAP,9332045000440,,2,,17.49,17.49
224359,Bellamys Org Veg Alph Pasta 200gx6,PAVA,9332045000860,,2,,22.59,22.59
224367,Bellamys Org BRiceStar Pasta 200gx6,PABRPS,9332045000327,,2,,22.59,22.59
224375,Bellamys Org Apple Snacks 20gx6,FSA,9332045000419,,2,,17.49,17.49
224383,Bellamys Org Milk Rusk 100g x6,BATP,9332045000044,,2,,20.76,20.76
224448,Bellamys Org Milk&Van Rice 125gx6,CLVRC,9332045000297,,2,,21.18,21.18
224456,Bellamys Org App&Cin Prdge 125gx6,CLAC,9332045000204,,2,,21.18,21.18
224464,Bellamys Org Baby Prdge 125gx6    ,CLBP,9332045000280,,2,,21.18,21.18
224472,Novofine Pen Ndl 30g 8mm Bx100 ,1169603,9324627001228,Diabetes Aid Pen 8mm Ndl,5,,13.81,13.81
224499,Calindamin Cap 150mg 24,7002259,9350299001785,Clindamycin Hydrochloride 150mg Cap,5,,4.93,4.48
224588,G/Cross Glucojels Blk 150g Bx36,12295796,9322582000768,,2,,82.17,74.7
224944,Hot Hands Toe Warmers 1Pr CDU24,324965,94733100014,,2,,33.65,30.59
224960,Hot Hands Hand Warmers 1Pr CDU24,300411,94733075893,,2,,33.65,30.59
224979,APO Levetiracetam IV  500mg/5ml 10,1589,9338475015894,Levetiracetam 500mg/5ml Vial,6,,212.3,193
225118,NeilMed NeilCleanse Wash 177mL,WW-ENG-INT,705928652101,,2,,6.47,5.88
225177,Durex KY Jelly Personal Lub 50g,3051218,9300631129318,,2,,4.49,4.49
225312,Xigduo XR Tab 5mg/1000mg 56,7004845,9322882011211,Dapagliflozin 5mg Metformin Hcl Xr 1g Tab,5,,44.76,40.69
225320,Xigduo XR Tab 10mg/500mg 28,7004844,9322882011198,Dapagliflozin 10mg Metformin Hcl Xr 500mg Tab,5,,42.49,38.63
225339,Metamucil Smth Orng 72 Dose 425g ,82327787,4987176000767,,2,,20.52,18.65
225347,Xigduo XR Tab 10mg/1000mg 28,7004843,9322882011204,Dapagliflozin 10mg Metformin Hcl Xr 1g Tab,5,,43.35,39.41
225371,Sutent Cap 37.5mg Blst 28,190772,9313212107162,Sunitinib Malate 37.5mg Cap,5,,1989.74,1808.85
225444,Hydralyte Orng 250ml,HLLOR250SGL,9317039001245,,2,,3.14,2.85
225452,Clindamycin Mylan 300mg/2ml Vial 10,400531789,9323610010483,Clindamycin Phosphate 300mg/2ml Vial,6,,156.08,141.89
225487,APH Famciclovir Once Tab 500mg 3,2179,9338475021796,Famciclovir 500mg Tab,1,,6.62,6.02
225495,Brimica Genuair 340/12mcg Inh 60,770062,9341677000483,Aclidinium Bromide 340mcg Formoterol (eformoterol) Fumarate Dihydrate 12mcg Inh,5,,74.73,67.94
225509,Ativan Tab 2.5mg Btle 50,8025,9316626609345,Lorazepam 2.5mg Tab,6,,37.15,33.77
225517,Ativan Tab 1mg Btle 50,8024,9316626609338,Lorazepam 1mg Tab,6,,20.03,18.21
225584,Radox Liq B/Soak Muscle 500ml,21165302,5000231050831,,2,,5.96,5.42
225622,Macro Nat Vit E Crm Jar 100g ,F000182044,9316388000091,,2,,11.59,10.54
225649,Stratamark StrMarks Thrpy Gel 20g,1155172,7640140191386,,2,,38.47,34.97
225657,Stratamark StrMarks Thrpy Gel 50g,1155173,7640140192031,,2,,77.7,70.64
225681,Zaditen LDMO EDrps 0.025% 5ml,ZAD5,9317039002884,Ketotifen Drps,2,,21.23,19.3
225738,S26 Gold 3 Tdlr 900g,943120,9347832000374,,2,,21.2,21.2
225827,Lynx BWash Africa 400ml,61062393,8717163088500,,2,,4.98,4.53
225916,Lasix Oral Soln 10mg/ml 30ml,337272,9319733003594,Furosemide (frusemide) 10mg/ml Soln,5,,30.15,27.41
225924,Genotropin GoQuick P/FPen5mg 1 S100,135278,9313212102846,Somatropin 5mg Pen,5,,166.66,151.51
225932,Genotropin GoQuick P/FPen12mg1 S100,135282,9313212102860,Somatropin 12mg Pen,5,,399.98,363.62
225975,Genotropin MiniQuick 1.0mg x7  S100,6032010,9315430053160,Somatropin 1.0mg Pfs,5,,240.8,218.91
226033,Genotropin MiniQuick 1.6mg x7  S100,6032016,9315430053221,Somatropin 1.6mg Pfs,5,,385.28,350.25
226068,Genotropin MiniQuick 1.8mg x7  S100,6032018,9315430053245,Somatropin 1.8mg Pfs,5,,433.43,394.03
226238,T/Skin Rcvry Ice Wrap 7.5 x 100cm,80695,609580806950,,2,,11.08,10.07
226319,Coloxyl Tab  50mg 100,18036,9316626609239,Docusate Sodium 50mg Tab,2,,8,7.27
226327,Coloxyl Senna Tab 30,18038,9316626609291,Docusate Sodium 50mg Senna 8mg Tab,2,,4.93,4.48
226335,Coloxyl Senna Tab 90,18039,9316626609277,Docusate Sodium 50mg Senna 8mg Tab,2,,10.41,9.46
226343,Coloxyl Senna Tab 200,18040,9316626609284,Docusate Sodium 50mg Senna 8mg Tab,2,,20.04,18.22
226351,Coloxyl Tab 120mg 100,18037,9316626609246,Docusate Sodium 120mg Tab,2,,9.92,9.02
226386,Veet Spawax Starter Kit,3017975,5011417562291,,2,,41.82,38.02
226394,Veet Spawax Lily&Sugar Fig RF 150g,3020542,5011417562260,,2,,9.97,9.06
226440,J&J Pure Cot Buds Canister 150,79622620,9300607041316,,2,,2.61,2.37
226742,Clindamycin BNM Cap 150mg 24,1155267,9346346000276,Clindamycin 150mg Cap,6,,4.93,4.48
226750,Bexters Soda Crys 800g,FCPBR001A,9300703058249,,2,,6.7,6.09
226904,Caverject Impulse 20mcg/0.5mL Syr 2,7050122,9315430065866,Alprostadil 20mcg/ml Syr,6,,50.35,45.77
227072,BioCeuticals Intestamine 150g,29981,9337896002353,,2,,41.48,37.71
227102,BioCeuticals Ubiquinol 150mg 60,30064,9328727006688,,2,,62.91,57.19
227382,Duratocin Inj 100mcg/1ml 5,2001052745,7640128545194,Carbetocin 100mcg Vial,6,,171.04,155.49
227390,Olanzapine ODT Tab 15mg 28      SNZ,44066438,9322838010961,Olanzapine 15mg Tab,5,,11.13,10.12
227404,Olanzapine ODT Tab 20mg 28      SNZ,44066437,9322838010954,Olanzapine 20mg Tab,5,,14.83,13.48
227463,Aosept Plus Hydraglyde Econ Pk,100101372,300650363297,,2,,43,39.09
227900,Latuda Tab 40mg 30,7006552,9316731000150,Lurasidone 40mg Tab,5,,22.19,20.17
227919,Latuda Tab 80mg 30,7006553,9316731000174,Lurasidone 80mg Tab,5,,44.35,40.32
228311,Cortic-DS Oint 1% 30g            S3,5752,9316626102280,Hydrocortisone Acetate 1% Oint,1,,5.71,5.19
228338,Cortic-DS Oint 1% 50g,5755,9316626102297,Hydrocortisone Acetate 1% Oint,5,,3.16,2.87
228346,Cortic-DS Crm  1% 30g            S3,AP-005746,9316626102273,Hydrocortisone Acetate 1% Crm,1,,4.75,4.32
228362,Cortic-DS Crm  1% 50g,5749,9316626102303,Hydrocortisone Acetate 1% Crm,5,,3.16,2.87
228370,Cortival 1/5 0.2mg Crm 100g,5737,9316626102334,Betamethasone Valerate 0.02% Crm,5,,5.83,5.3
228389,Cortival 1/2 Crm  15g,5740,9316626102310,Betamethasone Valerate 0.05% Crm,5,,2.96,2.69
228435,Xeljanz Tab 5mg Blst 56,170558,9313212106608,Tofacitinib Citrate 5.0mg Tab,5,,1261.27,1146.61
228443,Bacthecal Soln For Inj 10mg/5mlS100,BAC100,9346438000184,Baclofen 10mg/5ml Amp,5,,89.1,81
228516,Aptamil Gld+ Delact 900g,74324,9418783003193,Lactose Free 900g Pwd,2,,27.37,27.37
228672,ZoRub OA Top Analges Crm 0.025% 45g,472786a,9340404001571,Capsaicin 0.025% Crm,2,,12.47,11.34
228680,ZoRub HP Top Analges Crm 0.075% 45g,2022710a,9340404001557,Capsaicin 0.075% Crm,2,,15.58,14.16
228761,AeroFix Confm Dress 8x6cm 5Pk,AFID65S,9341394005976,,2,,4.21,3.83
228788,AeroFix Confm Dress 15x10cm 3Pk,AFID153S,9341394005983,,2,,6.34,5.76
228796,AeroFoam PlusAdhDress 10x10cm 2pk,AFPA0052,9341394006041,,2,,9.6,9.6
228826,AeroFilm Plus Wproof Dress7x6cm 3pk,AFPW0063,9341394002265,,2,,4.92,4.92
228869,Retrieve Crm 50g,100757,9316899880779,Tretinoin 0.05% Crm,6,,74.06,67.33
228907,AeroFilm PlusWproofDress12x10cm 3pk,AFPW0103,9341394002289,,2,,8.43,8.43
228915,AeroPad Low Adh Pad 5cm 5Pk,APD505S,9341394006072,,2,,2.82,2.56
228923,AeroPad Low Adh Pad 10cm 3pk,APD1013S,9341394006089,,2,,4.21,3.83
228966,Ventolin Oral Soln 150ml,6E+13,9322147038472,Salbutamol Sulfate 2mg Soln,5,,7.47,6.79
229008,Fut Knee Strp Adj,70007013058,51131200685,,2,,24.46,24.46
229016,Fut Sprt Elbow Supp Tennis Adj,70007015913,51131201545,,2,,21.74,21.74
229024,Nexcare Sprt Prof Tape F 25mm,AH010559567,8850304012368,,2,,8.62,7.84
229032,Nexcare Sprt Prof Tape F 50mm,AH010559583,8850304015093,,2,,15.99,14.54
229113,Sea Band Chld                 80101,80701,5015259005138,,2,,14.95,13.59
229121,Oxynorm Liq  1mg/ml Btle 250ml,100929,9326307000583,Oxycodone Hcl 1mg/1ml Liq,5,,14.39,13.08
229172,Stelax Tab 10mg 100,7003582,9350299000696,Baclofen 10mg Tab,5,,10.85,9.86
229180,Stelax Tab 25mg 100,7003583,9350299000702,Baclofen 25mg Tab,5,,23.69,21.54
229202,Talam Tab 20mg 28,7003143,9350299000504,Citalopram 20mg Tab,5,,2.98,2.71
229679,Movox Tab 50mg Blst 30,400008575,5099151015105,Fluvoxamine Maleate 50mg Tab,5,,6.05,5.5
230111,AeroPlast Visual Bl Strip 50Pk,AV2050,9341394000544,,2,,9.57,8.7
230138,AeroPlast Bfly Wound Closures 10Pk,APWCB10,9341394002425,,2,,2.82,2.56
230146,AeroSwab 8ply Gauze N/Ster 5cm100Pk,AGS50,9341394000773,,2,,2.82,2.56
230154,AeroSwab 8ply Gauze N/Ster 7.5cm100,AGS75,9341394000780,,2,,4.21,3.83
230170,AeroWipe Alc Swabs 100Pk,AW7100,9341394002036,,2,,2.99,2.99
230197,AeroWound Finger Dress 3pk,AWF03,9341394005259,,2,,4.19,3.81
230405,Eltroxin Tab  25mcg Btle 200,7389,6091403215171,Levothyroxine Sodium 25mcg Tab,6,,22.45,20.41
230413,Eltroxin Tab  50mcg Btle 200,7390,6091403215188,Levothyroxine Sodium 50mcg Tab,5,,10.98,9.98
230421,Eltroxin Tab  75mcg Btle 200,7391,6091403215195,Levothyroxine Sodium 75mcg Tab,5,,11.17,10.15
230448,Eltroxin Tab 100mcg Btle 200,7392,6091403215201,Levothyroxine Sodium 100mcg Tab,5,,11.37,10.34
230456,Eltroxin Tab 125mcg Btle 200,7393,6091403215218,Levothyroxine Sodium 125mcg Tab,5,,14.61,13.28
230464,Eltroxin Tab 200mcg Btle 200,7394,6091403215225,Levothyroxine Sodium 200mcg Tab,5,,13.33,12.12
230510,Palmers CConut Oil Frmla BLtn 400ml,3265-6N,10181032653,,2,,9.83,8.94
230529,Palmers CConut Frmla Body Oil 150ml,3270-6,10181032707,,2,,8.67,7.88
230634,Levetiracetam AFT 500mg/5ml Inj 10,2472414a,9340404000888,Levetiracetam 500mg/5ml Inj Vial,6,,192.83,175.3
230642,Lidocaine Baxter 100mg/5ml Amp x5,AIN00413,,Lignocaine 100mg/5ml Amp,6,,56.56,51.42
230871,Doxylin Tab 100mg Blst 21,400531849,9323610011411,Doxycycline 100mg Tab,5,,8.77,7.97
231002,Codral Loz Menth 16,79614082,9300607180367,,2,,4.77,4.34
231045,Codral Loz LimLem 36,79614102,9300607180350,,2,,11.01,10.01
231053,Codral Loz LimLem 16,79614083,9300607180343,,2,,5.5,5
231096,Babylove Nappy Pants JumboJnr 42 x2,BNPJ42A2,9312818003908,,2,,59.58,54.16
231398,Myconail AFung Nail Lacq Kit,2461633a,9421900137930,,2,,32.52,29.56
231444,Soolantra 10mg/g Crm 30g,23100,9318637043576,Ivermectin 1% Crm,6,,54.49,49.54
231460,Rilutek Tab  50mg 56,307530,9321547975301,Riluzole Tab,5,,132.34,120.31
231479,Nexium 24Hr 20mg Tab 7,F000193782,9310488002368,Esomeprazole 20mg Tab,2,,10.48,9.53
231487,Nexium 24Hr 20mg Tab 14,F000193788,9310488002375,Esomeprazole 20mg Tab,2,,14.72,13.38
231509,NeilMed Naspira Nasal Oral Asp,NOA-0R-48-ENU-US,705928501119,,2,,10.69,9.72
231568,Mag Sup Magn Sup 500mg Tab 250,M250,9323857000339,Magnesium Aspartate 500mg Tab,2,,24.62,22.38
231657,Aveeno Dly Moist BLtn 1Ltr,79633857,9300607761306,,2,,23.74,21.58
231673,Aveeno Dly Moist BWash 1Ltr,79632921,9300607761290,,2,,20.49,18.63
231703,Regaine Wmn Foam 60g,43702040,9300607410204,,2,,68.94,62.67
231711,Regaine Wmn Foam 120g,79638806,9300607410198,,2,,106.19,96.54
231770,Optive Fsn 10ml,94607ED,9315195946073,,2,,19.94,18.13
231835,Optive Fsn 0.4ml x30,94515ED,9315195945151,,2,,19.94,18.13
231878,JF Beach Blnd SeaWaveSaltSpry 150ml,2127602,717226212765,,2,,13.87,12.61
231916,E/Plast 47311 Plst Strps 40,47311,4005800246203,,2,,2.86,2.6
231959,E/Plast 45903 Plst Strps 20,45903,4005800246210,,2,,1.9,1.73
231991,Neat Feat 3B Actn Crm 100g,NE100,9416967220794,,2,,17.85,16.23
232122,Sustagen Actv +Fibre Choc 840g x6,12338453,7613036083904,,2,,188.37,188.37
232157,Aldara Crm Sach 250mg  6,100301,9314057005545,Imiquimod 250mg Crm,6,,51.35,46.68
232181,Sterimar Physo S/Water MSpry 100ml,2000,5010724515068,,2,,16.95,15.41
232262,Parakito Mosquito Prt Kids WB 12pk,PAKDSP,9419844111031,,2,,291.21,264.74
232270,Parakito MosquitoPrtBestSellers12pk,PARWCP,9419844111130,,2,,291.21,264.74
232289,Ostevit D One A Week Cap 30,5521,9313501055211,D3 7000 Iu 30 Cap,1,,20.54,18.67
232424,SC Gel Activ EDay Heels,3020797,4002448087441,,2,,15.86,14.42
232432,SC Gel Activ Flat Shoes,3020792,4002448087472,,2,,15.86,14.42
232548,AccuChek FastClix Lancet 204,6533230001,4015630063048,,2,,33.53,33.53
232564,Ego Solveasy Tinea Gel 30g,11540,9314839013546,,2,,12.64,11.49
232742,Mustela Multi Sensory B/Bath 750ml,8704019,3504105035402,,2,,20.22,18.38
232955,Babylove Nappy Pants Jumbo Tdlr56x2,BNPL56A2,9312818003885,,2,,59.58,54.16
232963,XP Maxamum 500g Orng,49769,5016533634051,Amino Acids-synthetic Pwd,5,,131.08,131.08
232971,Babylove Nappy Pants Jumbo Walk50x2,BNPX50A2,9312818003892,,2,,59.58,54.16
233048,Cortiment PR Tab 9mg 30,2001017886,7640128545354,Budesonide 9mg Tab,6,,153.34,139.4
233161,Ego QV Face OFr Moist 75g,12070,9314839013669,,2,,13.53,12.3
233633,Sustanon Amp 250mg,7557,6091403213344,Testosterone Esters 250mg Amp,6,,25.8,23.45
233668,Paraffin Sft Wht 50% Liq 50% 100g,5000023742,9319912019910,Paraffin Compound Liq,6,,7.67,6.97
233676,Isopropyl Alc 70% 500ml,5000023627,9319912018364,Isopropyl Alcohol Liq,6,,10.02,9.11
233692,Keppra Tab   250mg  60,51-4746-36,5413787001361,Levetiracetam 250mg Tab,5,,10.46,9.51
233706,Keppra Tab   500mg  60,51-4766-36,5413787002368,Levetiracetam 500mg Tab,5,,17.42,15.84
233714,Keppra Tab  1000mg  60,51-4926-36,5413787003365,Levetiracetam 1000mg Tab,5,,30.1,27.36
233749,Heart Sure Pulse Oximeter,A320,9345207000479,,2,,63.53,57.75
233803,Dymadon Paracet 1mth-2yrs Orng 60ml,7545,9331134927767,Paracetamol 50mg/ml Susp,2,,5.94,5.4
233811,Dymadon Paracet 2-12yrs Orng 100ml,7544,9331134927774,Paracetamol 250mg/5ml Susp,2,,8.39,7.63
233900,Talam Tab 10mg 28,7002295,9350299000320,Citalopram 10mg Tab,5,,2.98,2.71
233919,Talam Tab 40mg 28,7002294,9350299000337,Citalopram 40mg Tab,5,,3.03,2.75
233927,Ego Pinetarsol Soln 200ml,11758,9314839013683,,2,,10.22,9.29
233943,Bushman Ultra Gel Ins/Rep 75g,BU75G,93327602,,2,,7.5,6.82
233951,Ego Pinetarsol Soln 500ml,11760,9314839013690,,2,,17.83,16.21
233986,New Beginnings Disp Brst Pad 40,NBMA40,9314889620053,,2,,6.3,5.73
233994,Ofev Cap 100mg Blst 60,105940,9310717212056,Nintedanib 100mg Cap,5,,1751.2,1592
234028,Ofev Cap 150mg Blst 60,105943,9310717212063,Nintedanib 150mg Cap,5,,3442.85,3129.86
234060,PainAway Forte+ Jnt&Muscle ROn 35g,PA0206,9352496002039,,2,,16.29,14.81
234192,Rizatriptan Wafers 10mg 2,400532658,840164514575,Rizatriptan 10mg Wafer,5,,6.24,5.67
234273,Epipen Train,400008787,9317109009461,,2,,8.73,7.94
234311,Exelon Patch 15 13.3mg/24hr 30,711214,9319099862033,Rivastigmine 13.3mg Patch,5,,75.52,68.65
234346,AeroWash Saline S/Chl 15ml x60,AW1060,9341394001152,,2,,37.61,34.19
234486,Inflectra Pwdr forInj100mgVial S100,F000049558,9313212303571,Infliximab 100mg Vial,5,,204.78,186.16
234591,Osteovan Inj 5mg/100mlVial100ml SNZ,44101184,9322838015904,Zoledronic Acid 5mg/100ml Inj,5,,64.3,58.45
234699,Sandostatin LAR 10mg P/FSyrKit S100,724036,9319099003917,Octreotide 10mg Syr,5,,434.04,394.58
234710,Sandostatin LAR 20mg P/FSyrKit S100,724037,9319099003924,Octreotide 20mg Syr,5,,577.84,525.31
234729,Sandostatin LAR 30mg P/FSyrKit S100,724038,9319099003931,Octreotide 30mg Syr,5,,664.03,603.66
234877,Clearasil Ultra 5in1 Scrub 150ml,3037579,5011417562598,,2,,11.26,10.24
234885,Clearasil Ultra 5in1 Wash 150ml,3024864,5011417563236,,2,,11.24,10.22
234990,Abbott Thn Lancets II 100,7004371,93815700432,,2,,10.69,10.69
235016,Morphine Sulf 10mg 1ml 5,M8191BAU1,9313109819154,Morphine Sulfate 10mg Inj,6,,11.11,10.1
235032,E/Plast 2225 Tubular Band Size C,2225,9316928022255,,2,,10.22,9.29
235040,E/Plast 2226 Tubular Band Size D,2226,9316928022262,,2,,10.22,9.29
235059,Morphine Sulf 30mg 1ml 5 ,M8195BAU1,9313109819550,Morphine Sulfate 30mg Soln,6,,14,12.73
235067,E/Plast 2227 Tubular Band Size E,2227,9316928022279,,2,,10.22,9.29
235075,E/Plast 2228 Tubular Band Size F,2228,9316928022286,,2,,10.22,9.29
235113,Ham Sunscn Actv Family Spry50+200ml,7241,9313501072416,,2,,14.18,14.18
235210,Ritalin Tab 10mg 100,718313,9319099001517,Methylphenidate Hcl 10mg Tab,5,,14.03,12.75
235326,E/Plast 76334 Trans Spots 24,76334,9316928763349,,2,,3.27,2.97
235415,Proveblue Methylene 50mg/10ml Amp5,1155515,9345619000074,Methylene Blue 50mg Amp,6,,208.96,189.96
235644,Abstral Sblg Tab 100mcg 10,770070,9341677000407,Fentanyl Citrate 100mcg Tab,5,,68.32,62.11
235652,Abstral Sblg Tab 200mcg 10,770074,9341677000414,Fentanyl Citrate 200mcg Tab,5,,68.32,62.11
235660,Polident Frsh Actv 36,6E+13,9300673827203,,2,,5.37,4.88
235679,Abstral Sblg Tab 300mcg 10,770078,9341677000506,Fentanyl Citrate 300mcg Tab,5,,68.32,62.11
235687,Abstral Sblg Tab 400mcg 10,770082,9341677000421,Fentanyl Citrate 400mcg Tab,5,,68.32,62.11
235806,Abbott Ctrl Soln Gluc&Ket H/L,8013906,93815801399,Control Solution Soln,2,,18.36,16.69
235830,Valpam Tab 5mg Blst 50 ,7002288,9350299000887,Diazepam 5mg Tab,5,,3.16,2.87
235865,Wartie Adv Wart Treat 50ml,6902,9313501069027,,2,,22.42,20.38
235873,Prodeine Forte Tab 20,325733,9319733000722,Paracetamol 500mg Codeine Phosphate 30mg Tab,5,,3.16,2.87
236144,Proladone Suppos 30mg 12,TAB007,9329829001076,Oxycodone 30mg Suppos,5,,35.16,31.96
236160,APO Ciprofloxacin Tab 250mg Blst 14,2062,9338475020621,Ciprofloxacin Hcl 250mg Tab,5,,4.22,3.84
236195,APO Ciprofloxacin Tab 750mg Blst 14,2064,9338475020645,Ciprofloxacin Hcl 750mg Tab,5,,5.85,5.32
236209,Fess Eucalypt Spry 30ml,FEU30,9317039000439,,2,,9.81,8.92
236225,B&L Splash Sal Soln 355ml,501545,3101190368080,,2,,3.56,3.24
236241,Nair Easiwax Wax Strp 20,640,9310320020000,,2,,7.93,7.21
236497,Poise Pad Ext Plus 20 x3,91820,9310088009194,,2,,29.02,29.02
236527,Webcol Alc Wipes Bx200,6818-1,884527020730,,2,,4.25,4.25
236535,Abstral Sblg Tab 100mcg 30,770072,9341677000438,Fentanyl Citrate 100mcg Tab,5,,204.93,186.3
236578,SCW Taft Mousse Curl Defining 200g,2705313,9310714323014,,2,,5.1,4.64
236586,SCW Ex/Care Style Lacq Super 100g,2337663,9310714465455,,2,,5.74,5.22
236594,Abstral Sblg Tab 200mcg 30,770076,9341677000445,Fentanyl Citrate 200mcg Tab,5,,204.93,186.3
236608,Abstral Sblg Tab 300mcg 30,770080,9341677000513,Fentanyl Citrate 300mcg Tab,5,,204.93,186.3
236616,Abstral Sblg Tab 400mcg 30,770084,9341677000452,Fentanyl Citrate 400mcg Tab,5,,204.93,186.3
236624,Abstral Sblg Tab 600mcg 10,770086,9341677000520,Fentanyl Citrate 600mcg Tab,5,,68.32,62.11
236632,Abstral Sblg Tab 600mcg 30,770088,9341677000537,Fentanyl Citrate 600mcg Tab,5,,204.93,186.3
236683,Abstral Sblg Tab 800mcg 10,770090,9341677000544,Fentanyl Citrate 800mcg Tab,5,,68.32,62.11
236705,Guild Satch Bag 7 190x95x45mm  500,D3276A,9310707003138,,2,,11.33,10.3
236713,Abstral Sblg Tab 800mcg 30,770092,9341677000551,Fentanyl Citrate 800mcg Tab,5,,204.93,186.3
236748,Guild Satch Med 238x125x45mm 500,B228P0035,9310707003152,,2,,21.41,19.46
236756,Clindamyk Cap 150mg Blst 24,400531803,9323610011428,Clindamycin 150mg Cap,5,,4.93,4.48
236853,NNE 8A Med Ash Blnd,99240120162,3614228806626,,2,,12.25,11.14
237205,Colg TBr Optic Wht Plat Med 2pk x6,CN05132A,9300632087129,,2,,48.55,44.14
237221,Colg TBr Optic Wht Plat Sft 2pk x6,CN05126A,9300632087105,,2,,48.55,44.14
237337,Minirin Tab 200mcg 30,32032232,7640128540878,Desmopressin Acetate Tab,5,,36.09,32.81
237426,Mucosoothe Gel 2% Lignocaine 200ml,5000023640,9319912033206,Lignocaine Hydrochloride 2% Bottle,2,,65.34,59.4
237450,Trajentamet Tab 2.5mg/500mg 60,126087,9310717212230,Linagliptin 2.5mg Metformin Hcl 500mg Tab,5,,46.99,42.72
